broad_sample	broad_id	pert_iname	InChIKey14	moa	target	broad_date	clinical_phase	alternative_moa	alternative_target
BRD-K17743125-001-08-4	BRD-K17743125	belinostat	NCNRHFGMJRPRSK	HDAC inhibitor	HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9	broad_id_20170327	Launched		
BRD-K17849083-001-31-1	BRD-K17849083	tranilast	NZHGWWWHIYHZNX	angiogenesis inhibitor	HPGDS|HRH1	broad_id_20170327	Launched		
BRD-K17894950-001-14-3	BRD-K17894950	indirubin	CRDNMYFJWFXOCH	CDK inhibitor|glycogen synthase kinase inhibitor	CDK1|CDK5|GSK3A	broad_id_20170327	Phase 2/Phase 3		
BRD-K17930269-001-01-8	BRD-K17930269	retapamulin	STZYTFJPGGDRJD	protein synthesis inhibitor		broad_id_20170327	Launched		
BRD-K17944737-001-02-1	BRD-K17944737	artesunate	FIHJKUPKCHIPAT	DNA synthesis inhibitor		broad_id_20170327	Launched		
BRD-K17953908-001-01-7	BRD-K17953908	LY2886721	NIDRNVHMMDAAIK	beta-secretase inhibitor	BACE1	broad_id_20170327	Phase 1/Phase 2		
BRD-K18157228-001-01-7	BRD-K18157228	fdcyd	IDYKCXHJJGMAEV	DNA methyltransferase inhibitor		broad_id_20170327	Phase 2		
BRD-K18194590-065-08-0	BRD-K18194590	mephentermine	RXQCGGRTAILOIN	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3	broad_id_20170327	Launched		
BRD-K18324993-001-01-6	BRD-K18324993	budipine	QIHLUZAFSSMXHQ	glutamate receptor antagonist	GRIN1	broad_id_20170327	Launched		
BRD-K18673820-001-15-5	BRD-K18673820	folic-acid	OVBPIULPVIDEAO	folate receptor ligand	FOLR2|FOLR3|SLC19A1|SLC46A1	broad_id_20170327	Launched		
BRD-K18678457-003-02-8	BRD-K18678457	ZD-7288	JABSKGQQWUDVRU	HCN channel blocker	HCN1|HCN2|HCN3|HCN4	broad_id_20170327	Phase 2		
BRD-K18779551-003-07-8	BRD-K18779551	bifemelane	QSQQPMHPCBLLGX	acetylcholine release enhancer	MAOA|MAOB	broad_id_20170327	Launched		
BRD-K18850819-001-04-6	BRD-K18850819	MK-0752	XCGJIFAKUZNNOR	gamma secretase inhibitor		broad_id_20170327	Phase 1/Phase 2		
BRD-K18895904-001-16-1	BRD-K18895904	olanzapine	KVWDHTXUZHCGIO	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH1|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7	broad_id_20170327	Launched		
BRD-K18922609-004-23-1	BRD-K18922609	neostigmine	ALWKGYPQUAPLQC	acetylcholinesterase inhibitor	ACHE	broad_id_20170327	Launched		
BRD-K18961567-001-01-1	BRD-K18961567	LY2801653	QHADVLVFMKEIIP	MET inhibitor	MET	broad_id_20170327	Phase 2		
BRD-K19061412-001-02-4	BRD-K19061412	mubritinib	ZTFBIUXIQYRUNT	protein tyrosine kinase inhibitor	EGFR|ERBB2	broad_id_20170327	Phase 1		
BRD-K19085898-001-01-8	BRD-K19085898	darapladib	WDPFJWLDPVQCAJ	phospholipase inhibitor	PLA2G7	broad_id_20170327	Phase 3		
BRD-K19111024-001-20-9	BRD-K19111024	clofibric-acid	TXCGAZHTZHNUAI	PPAR receptor agonist	PPARA	broad_id_20170327	Launched		
BRD-K19284129-001-02-6	BRD-K19284129	salvinorin-A	OBSYBRPAKCASQB	opioid receptor agonist	OPRD1|OPRK1|OPRM1	broad_id_20170327	Phase 1		
BRD-K19352500-070-12-4	BRD-K19352500	prochlorperazine	WIKYUJGCLQQFNW	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4	broad_id_20170327	Launched		
BRD-K19388745-003-01-7	BRD-K19388745	colforsin-daproate	RSOZZQTUMVBTMR	adenylyl cyclase activator		broad_id_20170327	Launched		
BRD-K19412355-001-01-0	BRD-K19412355	SB-242235	PDTYLGXVBIWRIM	p38 MAPK inhibitor	HSPB1|MAPK14	broad_id_20170327	Phase 1		
BRD-K19416115-001-05-3	BRD-K19416115	sitagliptin	MFFMDFFZMYYVKS	dipeptidyl peptidase inhibitor	DPP4	broad_id_20170327	Launched		
BRD-K19438463-001-05-5	BRD-K19438463	CNQX	RPXVIAFEQBNEAX	glutamate receptor antagonist	GRIA1|GRIA2|GRIA3|GRIA4	broad_id_20170327	Phase 1		
BRD-K19456237-001-27-6	BRD-K19456237	piracetam	GMZVRMREEHBGGF	acetylcholine receptor agonist	GRIA1|GRIA2|GRIA3|GRIA4	broad_id_20170327	Launched		
BRD-K19462402-003-24-6	BRD-K19462402	buflomedil	OWYLAEYXIQKAOL	adrenergic receptor antagonist|calcium channel blocker	ADRA1A	broad_id_20170327	Launched		
BRD-K19477839-001-07-6	BRD-K19477839	SGX523	BCZUAADEACICHN	hepatocyte growth factor receptor inhibitor	MET	broad_id_20170327	Phase 1		
BRD-K19540840-001-09-4	BRD-K19540840	saracatinib	OUKYUETWWIPKQR	SRC inhibitor	ABL1|LCK|SRC|YES1	broad_id_20170327	Phase 2/Phase 3		
BRD-K19687926-379-07-4	BRD-K19687926	lapatinib	BCFGMOOMADDAQU	EGFR inhibitor	EGFR|ERBB2	broad_id_20170327	Launched		
BRD-K19741547-003-01-7	BRD-K19741547	vernakalant	VBHQKCBVWWUUKN	potassium channel blocker	KCNA5	broad_id_20170327	Launched		
BRD-K19761926-001-02-8	BRD-K19761926	eplerenone	JUKPWJGBANNWMW	cytochrome P450 inhibitor	NR3C2	broad_id_20170327	Launched		
BRD-K19939891-001-05-4	BRD-K19939891	TIC10	RSAQARAFWMUYLL	AKT inhibitor|TRAIL modulator	AKT1|MAPK1	broad_id_20170327	Phase 2		
BRD-K20001883-001-02-7	BRD-K20001883	apabetalone	NETXMUIMUZJUTB	apolipoprotein expression enhancer	BRD3	broad_id_20170327	Phase 3		
BRD-K20008181-001-01-3	BRD-K20008181	LCQ908	GXALXAKNHIROPE	diacylglycerol O acyltransferase inhibitor	DGAT1	broad_id_20170327	Phase 3		
BRD-K20079257-001-09-6	BRD-K20079257	rufinamide	POGQSBRIGCQNEG	voltage-gated sodium channel blocker	GRM5|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	broad_id_20170327	Launched		
BRD-K20141153-003-13-7	BRD-K20141153	atomoxetine	VHGCDTVCOLNTBX	norepinephrine transporter inhibitor	GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|SLC6A2|SLC6A3|SLC6A4	broad_id_20170327	Launched		
BRD-K20285085-001-07-1	BRD-K20285085	R406	NHHQJBCNYHBUSI	SYK inhibitor	RET|SYK	broad_id_20170327	Phase 1		
BRD-K20722021-001-02-1	BRD-K20722021	CEP-32496	DKNUPRMJNUQNHR	RAF inhibitor	BRAF|RAF1	broad_id_20170327	Phase 1/Phase 2		
BRD-K20738689-001-01-2	BRD-K20738689	dazmegrel	DEQLGSOHGTZKFB	thromboxane synthase inhibitor	TBXAS1	broad_id_20170327	Phase 2		
BRD-K20745393-003-01-0	BRD-K20745393	olprinone	JPAWFIIYTJQOKW	phosphodiesterase inhibitor	PDE3A	broad_id_20170327	Launched		
BRD-K20897876-001-10-0	BRD-K20897876	castanospermine	JDVVGAQPNNXQDW	glucosidase inhibitor	GAA|GBA	broad_id_20170327	Phase 2		
BRD-K20920669-304-09-1	BRD-K20920669	cromoglicic-acid	IMZMKUWMOSJXDT	immunosuppressant	KCNMA1|S100P	broad_id_20170327	Launched		
BRD-K20958582-001-01-4	BRD-K20958582	TH-302	UGJWRPJDTDGERK	DNA alkylating agent		broad_id_20170327	Phase 3		
BRD-K21071223-001-02-8	BRD-K21071223	VP-20629	GOLXRNDWAUTYKT	beta amyloid antagonist	PLA2G2E|SLC36A1	broad_id_20170327	Phase 1		
BRD-K21283037-001-21-5	BRD-K21283037	riluzole	FTALBRSUTCGOEG	glutamate inhibitor	KCNK10|KCNK2|KCNK4|KCNN4|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A|SLC7A11	broad_id_20170327	Launched		
BRD-K21295289-001-01-6	BRD-K21295289	senicapoc	SCTZUZTYRMOMKT	intermediate conductance potassium channel blocker	KCNN4	broad_id_20170327	Phase 3		
BRD-K21361524-001-01-1	BRD-K21361524	selinexor	DEVSOMFAQLZNKR	exportin antagonist	XPO1	broad_id_20170327	Launched		
BRD-K21396683-001-04-8	BRD-K21396683	marimastat	OCSMOTCMPXTDND	matrix metalloprotease inhibitor	MMP1|MMP10|MMP11|MMP12|MMP13|MMP14|MMP15|MMP16|MMP17|MMP19|MMP2|MMP20|MMP21|MMP23A|MMP24|MMP25|MMP26|MMP27|MMP28|MMP3|MMP7|MMP8|MMP9	broad_id_20170327	Phase 3		
BRD-K21450440-001-14-6	BRD-K21450440	benzthiazide	MQMCZGVMQZPYQA	carbonic anhydrase inhibitor	CA2	broad_id_20200324	Launched		
BRD-K21547160-001-01-4	BRD-K21547160		GGCSSNBKKAUURC			broad_id_20170327			
BRD-K21548250-003-19-1	BRD-K21548250	moracizine	FUBVWMNBEHXPSU	sodium channel blocker	SCN5A	broad_id_20170327	Withdrawn		
BRD-K21670884-001-01-9	BRD-K21670884	cariporide	IWXNYAIICFKCTM	sodium/hydrogen exchanger inhibitor	SLC9A1	broad_id_20170327	Phase 3		
BRD-K21680192-300-14-4	BRD-K21680192	mitoxantrone	KKZJGLLVHKMTCM	topoisomerase inhibitor	TOP2A	broad_id_20170327	Launched		
BRD-K21718444-001-06-8	BRD-K21718444	KW-2449	YYLKKYCXAOBSRM	Abl kinase inhibitor|Aurora kinase inhibitor|FLT3 inhibitor	ABL1|AURKA|AURKB|FLT3	broad_id_20170327	Phase 1		
BRD-K21884483-001-03-7	BRD-K21884483	mizolastine	PVLJETXTTWAYEW	histamine receptor antagonist	HRH1	broad_id_20170327	Launched		
BRD-K21908111-001-01-8	BRD-K21908111	AZD1208	MCUJKPPARUPFJM	Pim kinase inhibitor	PIM1|PIM2|PIM3	broad_id_20170327	Phase 1		
BRD-K22024824-001-03-7	BRD-K22024824	RG4733	OJPLJFIFUQPSJR	gamma secretase inhibitor	PSEN1	broad_id_20170327	Phase 2		
BRD-K22031190-001-23-6	BRD-K22031190	diflunisal	HUPFGZXOMWLGNK	prostanoid receptor antagonist	PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K22097830-001-01-9	BRD-K22097830	OCO-1112	ODLDHXPJRGNTPC	cholesterol inhibitor		broad_id_20170327	Phase 2		
BRD-K22134346-001-22-3	BRD-K22134346	simvastatin	RYMZZMVNJRMUDD	HMGCR inhibitor	HMGCR|ITGB2	broad_id_20170327	Launched		
BRD-K22482860-001-21-4	BRD-K22482860	dalfampridine	NUKYPUAOHBNCPY	potassium channel blocker	KCNA1|KCNA10|KCNA2|KCNA3|KCNA4|KCNA5|KCNA6|KCNA7|KCNB1|KCNB2|KCNC1|KCNC2|KCNC3|KCNC4|KCND1|KCND2|KCND3|KCNF1|KCNG1|KCNG2|KCNG3|KCNG4|KCNH1|KCNH2|KCNH3|KCNH4|KCNH5|KCNH6|KCNH7|KCNH8|KCNJ13|KCNJ5|KCNQ1|KCNQ2|KCNQ3|KCNQ4|KCNQ5|KCNS1|KCNS2|KCNS3|KCNV1|KCNV2	broad_id_20170327	Launched		
BRD-K22662435-001-18-3	BRD-K22662435	ganciclovir	IRSCQMHQWWYFCW	DNA polymerase inhibitor		broad_id_20170327	Launched		
BRD-K22749967-046-02-3	BRD-K22749967	ABT-239	KFHYZKCRXNRKRC	histamine receptor antagonist	HRH1|HRH2|HRH3	broad_id_20170327	Phase 1		
BRD-K22822991-001-02-3	BRD-K22822991	odanacatib	FWIVDMJALNEADT	cathepsin inhibitor	CTSK	broad_id_20170327	Phase 3		
BRD-K22848513-001-01-9	BRD-K22848513	bardoxolone-methyl	WPTTVJLTNAWYAO	nuclear factor erythroid derived|like (NRF2) activator	PPARG|STAT3	broad_id_20170327	Phase 3		
BRD-K22861715-001-17-4	BRD-K22861715	chrysin	RTIXKCRFFJGDFG	breast cancer resistance protein inhibitor	AKR1B1|CDK6|CYP19A1|CYP1B1	broad_id_20170327	Phase 1		
BRD-K22936972-003-23-6	BRD-K22936972	diphenylpyraline	OWQUZNMMYNAXSL	dopamine reuptake inhibitor	HRH1|SLC6A3	broad_id_20170327	Launched		
BRD-K22969690-001-04-2	BRD-K22969690	chloramphenicol	WIIZWVCIJKGZOK	bacterial 50S ribosomal subunit inhibitor	CD55	broad_id_20170327	Launched		
BRD-K23082237-003-01-5	BRD-K23082237	butaclamol	ZZJYIKPMDIWRSN	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR2A	broad_id_20170327	Phase 2		
BRD-K23190681-001-01-1	BRD-K23190681	AV-412	ZAJXXUDARPGGOC	protein tyrosine kinase inhibitor	EGFR|ERBB2	broad_id_20170327	Phase 1		
BRD-K23204545-001-16-4	BRD-K23204545	busulfan	COVZYZSDYWQREU	DNA inhibitor		broad_id_20170327	Launched		
BRD-K23228615-001-02-8	BRD-K23228615	GDC-0980	YOVVNQKCSKSHKT	mTOR inhibitor|PI3K inhibitor	FGR|MAP3K9|MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|SYK	broad_id_20170327	Phase 2		
BRD-K23248433-001-01-8	BRD-K23248433	camicinal	RZKDEGZIFSJVNA	motilin receptor agonist	MLNR	broad_id_20170327	Phase 2		
BRD-K23363278-001-02-1	BRD-K23363278	CYT-997	MTJHLONVHHPNSI	tubulin polymerization inhibitor	TUBB	broad_id_20170327	Phase 2		
BRD-K23499943-003-01-6	BRD-K23499943	alvespimycin	KUFRQPKVAWMTJO	HSP inhibitor	HSP90AA1	broad_id_20170327	Phase 2		
BRD-K23672206-001-01-4	BRD-K23672206	BCI-540	PSPGQHXMUKWNDI	glutamate receptor agonist		broad_id_20170327	Phase 2		
BRD-K23677682-003-01-2	BRD-K23677682	voreloxin	XZAFZXJXZHRNAQ	topoisomerase inhibitor	TOP2A	broad_id_20170327	Phase 3		
BRD-K23728141-001-01-2	BRD-K23728141	tafamidis-meglumine	TXEIIPDJKFWEEC	transthyretin amyloid inhibitor	TTR	broad_id_20170327	Launched		
BRD-K23875128-001-04-2	BRD-K23875128								
BRD-K23976833-001-01-0	BRD-K23976833	travoprost	MKPLKVHSHYCHOC	prostanoid receptor agonist	PTGFR	broad_id_20170327	Launched		
BRD-K23984367-075-15-2	BRD-K23984367	sorafenib	MLDQJTXFUGDVEO	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	BRAF|DDR2|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RAF1|RET	broad_id_20170327	Launched		
BRD-K24219278-001-01-6	BRD-K24219278	amineptine	ONNOFKFOZAJDHT	dopamine receptor agonist	SLC6A2|SLC6A4	broad_id_20170327	Withdrawn		
BRD-K24576554-001-04-8	BRD-K24576554	AT-9283	LOLPPWBBNUVNQZ	Aurora kinase inhibitor|JAK inhibitor	AURKA|AURKB|JAK2|JAK3|RPS6KA6|STK17A	broad_id_20170327	Phase 2		
BRD-K24616672-003-20-1	BRD-K24616672	procaine	MFDFERRIHVXMIY	HMGCR inhibitor	CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3	broad_id_20170327	Launched		
BRD-K24723746-036-02-5	BRD-K24723746	solifenacin-succinate	FBOUYBDGKBSUES	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	broad_id_20170327	Launched		
BRD-K24771047-001-01-6	BRD-K24771047	ampalex	ANDGGVOPIJEHOF	glutamate receptor agonist	GRIA1|GRIA2|GRIA3|GRIA4	broad_id_20170327	Phase 2		
BRD-K24844714-001-24-5	BRD-K24844714	5-fluorouracil	GHASVSINZRGABV	thymidylate synthase inhibitor	DPYD|TYMS	broad_id_20170327	Launched		
BRD-K24943235-001-01-3	BRD-K24943235	grazoprevir	OBMNJSNZOWALQB	HCV inhibitor		broad_id_20170327	Launched		
BRD-K24968862-001-01-0	BRD-K24968862	SB-683698	DRSJLVGDSNWQBI	integrin antagonist	ITGA4|ITGAV|ITGB1|ITGB7	broad_id_20170327	Phase 1		
BRD-K25114078-003-08-1	BRD-K25114078	aminoguanidine	HAMNKKUPIHEESI	nitric oxide synthase inhibitor	AKR1B1|NOS2|TIMP3	broad_id_20170327	Phase 3		
BRD-K25140590-001-03-0	BRD-K25140590	CX-516	BXBNADAPIHHXJQ	glutamate receptor modulator		broad_id_20170327	Phase 2/Phase 3		
BRD-K25204779-001-01-1	BRD-K25204779	pritelivir	IVZKZONQVYTCKC	helicase primase inhibitor		broad_id_20170327	Phase 2		
BRD-K25361343-001-01-6	BRD-K25361343	batimastat	XFILPEOLDIKJHX	matrix metalloprotease inhibitor	ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8	broad_id_20170327	Phase 3		
BRD-K25394294-001-14-9	BRD-K25394294	oxaprozin	OFPXSFXSNFPTHF	cyclooxygenase inhibitor	PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K25412176-001-01-9	BRD-K25412176	GSK2110183	AFJRDFWMXUECEW	AKT inhibitor	AKT1|AKT2|AKT3	broad_id_20170327	Phase 2		
BRD-K25433859-003-25-4	BRD-K25433859	maprotiline	QSLMDECMDJKHMQ	norepinephrine reputake inhibitor|tricyclic antidepressant	SLC6A2	broad_id_20170327	Launched		
BRD-K25630527-001-03-8	BRD-K25630527	LY2784544	SQSZANZGUXWJEA	JAK inhibitor	JAK2|JAK3	broad_id_20170327	Phase 2		
BRD-K25650355-065-02-0	BRD-K25650355	physostigmine	PIJVFDBKTWXHHD	acetylcholinesterase inhibitor|cholinesterase inhibitor	ACHE|BCHE	broad_id_20170327	Launched		
BRD-K25837718-001-03-8	BRD-K25837718		UKNSBNVKSFTZOJ			broad_id_20170327			
BRD-K25943794-001-02-3	BRD-K25943794	blonanserin	XVGOZDAJGBALKS	dopamine receptor antagonist|serotonin receptor antagonist	DRD2|HTR2A	broad_id_20170327	Launched		
BRD-K26011976-001-01-0	BRD-K26011976	licochalcone-A	KAZSKMJFUPEHHW	topoisomerase inhibitor	PTPN1	broad_id_20170327	Phase 3		
BRD-K26325692-003-01-3	BRD-K26325692	API-001	DGPGXHRHNRYVDH	sigma receptor antagonist	SIGMAR1	broad_id_20170327	Phase 2		
BRD-K26341917-001-01-3	BRD-K26341917	L-ergothioneine	SSISHJJTAXXQAX	free radical scavenger		broad_id_20170327	Phase 3		
BRD-K26603252-003-04-9	BRD-K26603252	PD-153035	LSPANGZZENHZNJ	EGFR inhibitor	EGFR|KDR	broad_id_20170327	Phase 1		
BRD-K26619122-001-02-1	BRD-K26619122	thiocolchicoside	LEQAKWQJCITZNK	GABA receptor antagonist	GABRA1|GABRB2|GABRG2|GLRA1|GLRB	broad_id_20170327	Launched		
BRD-K26657438-001-15-2	BRD-K26657438	imiquimod	DOUYETYNHWVLEO	interferon inducer|toll-like receptor agonist	TLR7|TLR8	broad_id_20170327	Launched		
BRD-K26667523-001-02-5	BRD-K26667523	TAK-733	RCLQNICOARASSR	MEK inhibitor	MAP2K1	broad_id_20170327	Phase 1		
BRD-K26701552-001-01-8	BRD-K26701552	tegobuvir	XBEQSQDCBSKCHJ	HCV inhibitor|protease inhibitor		broad_id_20170327	Phase 3		
BRD-K26712974-001-01-5	BRD-K26712974	VX-765	SJDDOCKBXFJEJB	caspase inhibitor	CASP1	broad_id_20170327	Phase 2		
BRD-K26823213-001-02-9	BRD-K26823213	GW-842166	TWQYWUXBZHPIIV	cannabinoid receptor agonist	CNR2	broad_id_20170327	Phase 2		
BRD-K27182532-001-02-3	BRD-K27182532	metatinib	PDYXPCKITKHFOZ	Bcr-Abl kinase inhibitor	ABL1|BCR	broad_id_20170327	Phase 1		
BRD-K27184429-300-01-3	BRD-K27184429	cetirizine	ZKLPARSLTMPFCP	histamine receptor antagonist	HRH1	broad_id_20170327	Launched		
BRD-K27204852-001-01-9	BRD-K27204852	balicatib	LLCRBOWRJOUJAE	cathepsin inhibitor	CTSK	broad_id_20170327	Phase 2		
BRD-K27938825-001-02-4	BRD-K27938825	ASA-404	XGOYIMQSIKSOBS	angiogenesis inhibitor		broad_id_20170327	Phase 3		
BRD-K27955832-001-02-9	BRD-K27955832	lomeguatrib	JUJPKFNFCWJBCX	O6-alkylguanine-DNA alkyltransferase inhibitor	MGMT	broad_id_20170327	Phase 2		
BRD-K28115081-001-02-7	BRD-K28115081	apafant	JGPJQFOROWSRRS	platelet activating factor receptor antagonist	PTAFR	broad_id_20170327	Phase 3		
BRD-K28143534-003-25-9	BRD-K28143534	cyproheptadine	JJCFRYNCJDLXIK	histamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|HRH1|HTR2A|HTR2C|HTR6|HTR7	broad_id_20170327	Launched		
BRD-K28183345-003-11-4	BRD-K28183345	proguanil	SSOLNOMRVKKSON	dihydrofolate reductase inhibitor	DHFR	broad_id_20170327	Launched		
BRD-K28217197-001-01-4	BRD-K28217197	ganaxolone	PGTVWKLGGCQMBR	GABA receptor modulator	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6	broad_id_20170327	Phase 3		
BRD-K28307902-001-21-7	BRD-K28307902	flutamide	MKXKFYHWDHIYRV	androgen receptor antagonist	AHR|AR	broad_id_20170327	Launched		
BRD-K28392481-001-05-1	BRD-K28392481	AZD4547	VRQMAABPASPXMW	FGFR inhibitor	FGFR1|FGFR2|FGFR3|FGFR4|IGF1R|KDR	broad_id_20170327	Phase 2/Phase 3		
BRD-K28428262-001-04-1	BRD-K28428262	brivanib	WCWUXEGQKLTGDX	FGFR inhibitor|VEGFR inhibitor	CYP3A4|FGFR1|FLT1|KCNH2|KDR	broad_id_20170327	Phase 3		
BRD-K28456624-001-01-1	BRD-K28456624	seocalcitol	LVLLALCJVJNGQQ	vitamin D receptor agonist	VDR	broad_id_20170327	Phase 3		
BRD-K28470988-001-02-0	BRD-K28470988	L-690330	JKOCAAWWDVHWKB	inositol monophosphatase inhibitor	IMPA1	broad_id_20170327	Preclinical		
BRD-K28542495-003-13-5	BRD-K28542495	benzydamine	CNBGNNVCVSKAQZ	prostanoid receptor antagonist		broad_id_20170327	Launched		
BRD-K28667793-001-28-1	BRD-K28667793	pyrazinamide	IPEHBUMCGVEMRF	fatty acid synthase inhibitor	FASN	broad_id_20170327	Launched		
BRD-K28731095-001-01-7	BRD-K28731095	calcitriol	GMRQFYUYWCNGIN	vitamin D receptor agonist	VDR	broad_id_20170327	Launched		
BRD-K28761891-001-10-1	BRD-K28761891	ramelteon	YLXDSYKOBKBWJQ	melatonin receptor agonist	MTNR1A|MTNR1B	broad_id_20170327	Launched		
BRD-K28822270-001-01-1	BRD-K28822270	resminostat	FECGNJPYVFEKOD	HDAC inhibitor	HDAC1|HDAC3|HDAC6|HDAC8	broad_id_20170327	Phase 2		
BRD-K28912512-001-23-2	BRD-K28912512	nicotinamide	DFPAKSUCGFBDDF	protein synthesis stimulant	BST1|LDHA|PARP1|SIRT5	broad_id_20170327	Launched		
BRD-K28936863-051-33-0	BRD-K28936863	ketotifen	OVJRNFMIYGGLDL	histamine receptor agonist|leukotriene receptor antagonist|phosphodiesterase inhibitor	HRH1	broad_id_20200324	Launched		
BRD-K28965160-001-01-1	BRD-K28965160	BVD-523	KSERXGMCDHOLSS	MAP kinase inhibitor		broad_id_20170327	Phase 2		
BRD-K28971625-003-01-4	BRD-K28971625	ZD-7114	RVMBDLSFFNKKLG	adrenergic receptor agonist	ADRB3	broad_id_20170327	Phase 1		
BRD-K28984613-001-01-5	BRD-K28984613	dutasteride	JWJOTENAMICLJG	5 alpha reductase inhibitor	SRD5A1|SRD5A2|SRD5A3	broad_id_20170327	Launched		
BRD-K29133151-001-03-2	BRD-K29133151	ICI-185,282	ZWAVGFSZMACJHA	thromboxane receptor antagonist		broad_id_20170327	Phase 1		
BRD-K29322660-001-01-9	BRD-K29322660	edoxaban	HGVDHZBSSITLCT	coagulation factor inhibitor	F10	broad_id_20170327	Launched		
BRD-K29359156-001-30-1	BRD-K29359156	ebselen	DYEFUKCXAQOFHX	cyclooxygenase inhibitor|glutathione peroxidase agonist|H+/K+-ATPase inhibitor|nitric oxide synthase inhibitor	ALB	broad_id_20170327	Phase 2/Phase 3		
BRD-K29458283-001-29-9	BRD-K29458283	chlorambucil	JCKYGMPEJWAADB	DNA inhibitor		broad_id_20170327	Launched		
BRD-K29530284-001-06-2	BRD-K29530284	amlexanox	SGRYPYWGNKJSDL	histamine receptor modulator	FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	broad_id_20170327	Launched		
BRD-K29582115-066-01-2	BRD-K29582115	ziprasidone	MVWVFYHBGMAFLY	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7|SLC6A4	broad_id_20170327	Launched		
BRD-K29653726-001-13-4	BRD-K29653726	topiramate	KJADKKWYZYXHBB	carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist	CA1|CA12|CA2|CA4|CA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIK2|GRIK3|GRIK4|GRIK5|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	broad_id_20170327	Launched		
BRD-K29656036-001-02-5	BRD-K29656036	MK-8245	UJEAABFSXKCSGI	stearoyl-CoA desaturase inhibitor	SCD	broad_id_20170327	Phase 2		
BRD-K29673530-001-05-4	BRD-K29673530	hypericin	BTXNYTINYBABQR	tyrosine kinase inhibitor		broad_id_20170327	Phase 3		
BRD-K29735307-001-02-9	BRD-K29735307	ostarine	JNGVJMBLXIUVRD	androgen receptor modulator	AR	broad_id_20170327	Phase 3		
BRD-K29950728-048-17-4	BRD-K29950728	clomifene	GKIRPKYJQBWNGO	estrogen receptor antagonist	ESR1	broad_id_20170327	Launched		
BRD-K29968218-001-03-2	BRD-K29968218	KX2-391	HUNGUWOZPQBXGX	SRC inhibitor|tubulin polymerization inhibitor	SRC	broad_id_20170327	Phase 3		
BRD-K30020243-051-02-5	BRD-K30020243	aliskiren-hemifumarate	UXOWGYHJODZGMF	renin inhibitor	REN	broad_id_20170327	Launched		
