pert_id	pert_iname	moa	target
BRD-K16189898	CHIR-99021	glycogen synthase kinase inhibitor	CDK1|GSK3A|GSK3B|MAPK1
BRD-K00004971	chloralose		
BRD-K29458283	chlorambucil	DNA inhibitor	
BRD-K93546328	chloramine-T		
BRD-K08111712	chloramphenicol	bacterial 50S ribosomal subunit inhibitor	CD55
BRD-K33742430	chloramphenicol-palmitate	protein synthesis inhibitor	
BRD-K25209357	chloramphenicol-sodium-succinate	protein synthesis inhibitor	
BRD-K21452876	chlorazanil		
BRD-A57133233	chlorcyclizine	histamine receptor antagonist	
BRD-K89409436	chlorfenson	other antifungal	
BRD-K52256627	chlorhexidine	membrane integrity inhibitor	
BRD-K01653460	chlorindanol		
BRD-K61802864	chlorindione		
BRD-K18030938	chlorisondamine-diiodide	acetylcholine receptor antagonist	CHRNA1
BRD-K38704569	chlormadinone-acetate	5 alpha reductase inhibitor	PGR
BRD-A20348246	chlormezanone	GABA receptor modulator	GABRA1
BRD-K60443845	chlormidazole	fungal lanosterol demethylase inhibitor	
BRD-K39495750	chlorobutanol		
BRD-K89056082	chlorocresol	ryanodine receptor activator	
BRD-K47114202	chlorogenic-acid	antioxidant	SLC37A4
BRD-K23728266	chlorophyllin		
BRD-A92960111	chlorophyllin-copper	cytochrome P450 inhibitor	
BRD-K86864073	chloroprocaine	sodium channel blocker	ATP1A1|CHRNA10|GRIN3A|HTR3A|SCN10A|SLC6A3
BRD-K83257731	chloropyramine	histamine receptor antagonist	HRH1
BRD-A91699651	chloroquine	antimalarial agent	MRGPRX1
BRD-K88682005	chlorothiazide	diuretic	CA1|CA2|CA4|SLC12A3
BRD-K04358951	chlorothymol		
BRD-K27062708	chlorotrianisene	estrogenic hormone	ESR1|ESR2
BRD-K17075857	chloroxine	opioid receptor antagonist	OPRK1
BRD-K83335125	chloroxoquinoline		
BRD-K17223896	chloroxylenol	ATP synthase inhibitor	
BRD-K01826567	chlorphenamine	histamine receptor antagonist	
BRD-A92262698	chlorphenesin	muscle relaxant	
BRD-K00003537	chlorphenoxamine	histamine receptor antagonist	
BRD-A39230911	chlorphensin-carbamate	muscle relaxant	
BRD-K25494650	chlorproguanil	dihydrofolate reductase inhibitor	DHFR
BRD-K89997465	chlorpromazine	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|HTR7|KCNH2|ORM1|ORM2|SMPD1|TRPC5
BRD-K97746869	chlorpropamide	ATP channel blocker	ABCC8|KCNJ10
BRD-K59590127	chlorpropham	antiviral	
BRD-K36207157	chlorprothixene	dopamine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|HRH1|HTR2A|HTR2B|HTR2C
BRD-K08303368	chlorpyrifos	acetylcholinesterase inhibitor	ACHE
BRD-K90374350	chlorquinaldol	other antibiotic	
BRD-K00003353	chlortetracycline	protein synthesis inhibitor	
BRD-A26384407	chlorthalidone	carbonic anhydrase inhibitor	CA1|CA12|CA14|CA2|CA4|CA7|SLC12A1
BRD-K98174813	chlorzoxazone	bacterial 30S ribosomal subunit inhibitor	KCNMA1|KCNN4
BRD-K62779383	cholecalciferol		VDR
BRD-K19338361	cholesterol		RORA
BRD-K43164539	cholic-acid	bile acid	ADH1C|CES1|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|ESRRG|FABP6|FECH|GPBAR1|MT-CO1|MT-CO2|MT-CO3|PLA2G1B
BRD-K77300776	choline	acetylcholine precursor	ACHE|BCHE|CHRNA2|PCYT1A|PCYT1B|PHOSPHO1|PLD1|PLD2
BRD-K00003587	choline-alfoscerate	acetylcholine precursor	
BRD-A19381518	CHPG	glutamate receptor agonist	GRM5
BRD-K76259716	CHR-6494	serine/threonine kinase inhibitor	GSG2
BRD-M02075109	chromanol-(+/-)	potassium channel blocker	
BRD-K27911943	chromanol-293B-(-)-[3R,4S]	potassium channel blocker	
BRD-K01029106	chromium-picolinate	insulin sensitizer	
BRD-K94720315	chromocarb	antispasmodic	
BRD-K22861715	chrysin	breast cancer resistance protein inhibitor	AKR1B1|CDK6|CYP19A1|CYP1B1
BRD-K59284035	chrysophanic-acid	EGFR inhibitor	EGFR|MTOR
BRD-K25691735	chuanxiongzine		
BRD-K22314899	CH223191	aryl hydrocarbon receptor antagonist	AHR
BRD-K28352084	CH5132799	PI3K inhibitor	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG
BRD-K71487808	CH55	retinoid receptor binder	RARA|RARB
BRD-K83022601	CI-844		
BRD-A50016482	CI-923	acetylcholine receptor antagonist	
BRD-K00004748	CI-953	voltage-gated sodium channel blocker	
BRD-K67680372	CI-966	GAT inhibitor	SLC6A1
BRD-K88544581	CI-976	ACAT inhibitor	ACAT1|CES1
BRD-K01423020	ciaftalan-zinc	reactive oxygen species stimulant	
BRD-K58736316	cianidanol	fatty acid synthase inhibitor	PTGS1
BRD-A20742938	cibenzoline	sodium channel blocker	
BRD-K35245662	ciclesonide	glucocorticoid receptor agonist	NR3C1|SERPINA6
BRD-K13044802	ciclopirox	membrane integrity inhibitor	ATP1A1
BRD-A94965935	cicloprofen	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K00004311	CID-16020046	G protein-coupled receptor antagonist	GPR55
BRD-K92781136	CID-2011756	protein kinase inhibitor	PKD1
BRD-K06405316	CID-2745687	G protein-coupled receptor antagonist	GPR35
BRD-A08840375	CID-5458317	MAP kinase phosphatase inhibitor	MAPK3
BRD-K96153583	cidofovir	DNA polymerase inhibitor	
BRD-A93000692	ciglitazone	PPAR receptor agonist	PPARG
BRD-K85518562	cilastatin	dehydropeptidase inhibitor	DPEP1
BRD-K96177243	cilazapril	angiotensin converting enzyme inhibitor	ACE
BRD-K57252450	cilengitide	integrin antagonist	ITGAV|ITGB3
BRD-K00004281	cilnidipine	calcium channel blocker	CACNA1B
BRD-K00004595	cilofexor	FXR agonist	
BRD-K00003550	cilomilast	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4D
BRD-K28578425	cilostamide	phosphodiesterase inhibitor	PDE3A|PDE3B
BRD-K67017579	cilostazol	phosphodiesterase inhibitor	PDE3A|PDE3B
BRD-K00004667	ciluprevir	serine protease inhibitor	
BRD-A75514485	CIM-0216	transient receptor potential channel agonist	TRPM3
BRD-A65440446	cimaterol	adrenergic receptor agonist	ADRB1|ADRB2|ADRB3
BRD-K34157611	cimetidine	histamine receptor antagonist	HRH2|SLC29A4|SLC47A1|SLC47A2
BRD-A99899486	cimetropium	acetylcholine receptor antagonist	CHRM1
BRD-K73838513	cinacalcet	calcium channel activator	CASR
BRD-K73440166	cinaciguat	guanylate cyclase activator	GUCY1A3|GUCY1B3
BRD-K53720352	cinalukast	leukotriene receptor antagonist	CYSLTR1
BRD-K40901640	cinanserin	serotonin receptor antagonist	HTR2A
BRD-K99121711	cinchocaine	sodium channel blocker	CALM1|SCN10A|SCN5A
BRD-K39079086	cinchonidine	P glycoprotein inhibitor	
BRD-K36551084	cinchonine	P glycoprotein inhibitor	CYP2D6
BRD-K72915123	cinchophen	analgesic agent	
BRD-K00531707	cinepazet	vasodilator	
BRD-K46839850	cinepazide	calcium channel activator	
BRD-K25154476	cinflumide	muscle relaxant	
BRD-K26875402	cinnamaldehyde	aldose reductase inhibitor|TRPV agonist	TRPA1
BRD-K07220430	cinnarazine	calcium channel blocker	
BRD-K00003354	cinobufotalin	anticancer agent	
BRD-K08699567	cinoctramide		
BRD-K14704277	cinoxacin	topoisomerase inhibitor	
BRD-K17828029	cinoxate		
BRD-K24570280	CINPA-1	CAR antagonist	NR1H4|NR1I3|PPARG
BRD-K66241279	cinromide		
BRD-K00003458	cintirorgon	ROR agonist	
BRD-K24507548	cintriamide		
BRD-K00004625	cipamfylline	phosphodiesterase inhibitor	
BRD-K27811785	cipargamin	antimalarial agent	
BRD-K95362002	cipemastat	metalloproteinase inhibitor	ADAM17|MMP1|MMP13|MMP2|MMP3|MMP8|MMP9
BRD-A49358627	ciprofibrate	PPAR receptor agonist	PPARA
BRD-K04804440	ciprofloxacin	bacterial DNA gyrase inhibitor	TOP2A
BRD-K01767299	ciproxifan	histamine receptor antagonist	ADRA2A|ADRA2C|HRH3|HRH4|HTR3A
BRD-A35425966	CIQ	glutamate receptor potentiator	GRIN2C|GRIN2D
BRD-K54142781	cirazoline	adrenergic receptor agonist	ADRA1A
BRD-K71756122	cis-aconitic-acid		ACO2
BRD-K00004205	cis-ACPD	glutamate receptor agonist	GRM2|GRM3|GRM6|GRM7|GRM8
BRD-K41962502	cis-exo-camphanediol-2,3	nitric oxide stimulant	NOS3
BRD-K52670952	cis-urocanic-acid	serotonin receptor agonist	HTR2A
BRD-K25146005	cis-urocanic-acid	serotonin receptor agonist	HTR2A
BRD-K80025777	cis-9,trans-11-conjugated-linoleic-acid		
BRD-K06895174	cisapride	serotonin receptor agonist	HTR2A|HTR3A|HTR4|KCNH2
BRD-K17498618	cisatracurium	acetylcholine receptor antagonist	CHRNA2
BRD-K69172251	cisplatin	DNA alkylating agent|DNA synthesis inhibitor	XIAP
BRD-A47598013	citalopram	selective serotonin reuptake inhibitor (SSRI)	ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3|SLC6A4
BRD-K00003202	citarinostat	HDAC inhibitor	
BRD-K53263234	CITCO	constitutive androstane receptor (CAR) agonist	NR1I3
BRD-K01827268	citicoline	glutathione transferase stimulant|membrane permeability enhancer	ACHE|SLC1A2
BRD-A57957888	citiolone	lipotropic|mucolytic agent	
BRD-K76792669	citric-acid	coagulation factor inhibitor	AKR1B1|ANG|APRT|BHMT|C8G|CA4|CPB1|CS|CTDSP1|GNMT|HGS|HS3ST3A1|IL4I1|ITPA|LSM6|MDH2|MIF|PDE5A|PKD2L1|PLEKHA1|RNASE1|RNASE3|SRC|TNFSF13B|UCK2
BRD-K21306330	CJ-033466	serotonin receptor agonist	HTR4
BRD-K00004624	CJ-13610	lipoxygenase inhibitor	
BRD-K00005246	CK-101	EGFR inhibitor	
BRD-K81572616	CK-636	actin related protein inhibitor	ACTR2|ACTR3|ARPC1B|ARPC2|ARPC3|ARPC4|ARPC5
BRD-A26458246	CKD-712	NFkB pathway inhibitor	JAK2|STAT1
BRD-K34303607	CKI-7	casein kinase inhibitor	CSNK1G2
BRD-K00662280	CL-218872	benzodiazepine receptor agonist	GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2
BRD-K87573013	CL-225385		
BRD-K93034159	cladribine	adenosine deaminase inhibitor|ribonucleotide reductase inhibitor	ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B
BRD-K00004576	clamikalant	ATP-sensitive potassium channel antagonist	
BRD-K62378877	clanfenur	anticancer agent	
BRD-K49668410	clarithromycin	bacterial 50S ribosomal subunit inhibitor	CYP3A4
BRD-K94250879	clavulanate	beta lactamase inhibitor	
BRD-K17294426	clebopride	dopamine receptor antagonist	ACHE|DRD2
BRD-K30240666	clemastine	histamine receptor antagonist	HRH1
BRD-K04704168	clemizole	HCV inhibitor	
BRD-K00003701	clenbuterol	adrenergic receptor agonist	ABCC8|ADRB2|KCNJ11
BRD-A01563671	cleviprex	calcium channel blocker	CACNA1C|CACNA1D|CACNA1F|CACNA1S
BRD-K00003562	clevudine	DNA polymerase inhibitor	
BRD-K01827265	clidinium	acetylcholine receptor antagonist	CHRM1|CHRM3
BRD-A61676498	climbazole	enzyme inducer	
BRD-K01825499	clinafloxacin	bacterial DNA gyrase inhibitor	
BRD-K23586533	clindamycin	protein synthesis inhibitor	
BRD-K10759270	clindamycin-palmitate	bacterial 50S ribosomal subunit inhibitor	
BRD-K27771035	clindamycin-phosphate	protein synthesis inhibitor	
BRD-A90625545	clinofibrate	lipase clearing factor inhibitor	LPL
BRD-K09255212	clioquinol	chelating agent	OPRK1
BRD-K71430621	clobenpropit	histamine receptor antagonist	HRH1|HRH2|HRH3|HRH4
BRD-K10799896	clobetasol-propionate	glucocorticoid receptor agonist	NR3C1|PLA2G1B
BRD-K58810291	clobetasone-butyrate	corticosteroid agonist	NR3C1
BRD-A43809092	clobutinol	antitussive	
BRD-K38003476	clocortolone-pivalate	steroid	NR3C1|PLA2G1B
BRD-K72542090	clodronic-acid	bone resorption inhibitor	SLC25A4|SLC25A5|SLC25A6
BRD-K34022604	clofarabine	ribonucleotide reductase inhibitor	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B
BRD-K56614220	clofazimine	GK0582 inhibitor	
BRD-A15687940	clofedanol	histamine receptor antagonist	HRH1
BRD-K45252063	clofibrate	PPAR receptor agonist	LPL|PPARA
BRD-K19111024	clofibric-acid	PPAR receptor agonist	PPARA
BRD-K02680176	clofilium	potassium channel blocker	KCNA5|KCNH1
BRD-K02900412	clofoctol	protein synthesis inhibitor	
BRD-K39230570	clomesone	DNA inhibitor	
BRD-K50422030	clomethiazole	GABA receptor antagonist|GABA receptor modulator	GABRA1
BRD-K29950728	clomifene	estrogen receptor antagonist	ESR1
BRD-K52989797	clomipramine	serotonin transporter (SERT) inhibitor	GSTP1|HTR2A|HTR2B|HTR2C|SLC6A2|SLC6A3|SLC6A4
BRD-K98530306	clonidine	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C
BRD-K18399440	clonixin	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-M63173034	clonixin-lysinate	cyclooxygenase inhibitor	
BRD-K15567837	clopamide	sodium/chloride cotransporter inhibitor	
BRD-A80908310	cloperastine	antitussive	
BRD-K00003529	cloperastine-fendizoate	potassium channel antagonist	
BRD-K27721098	clopidogrel	purinergic receptor antagonist	P2RY12
BRD-K80036624	clopidol		
BRD-K17850764	cloprostenol-(+/-)	prostaglandin receptor agonist	PTGDR|PTGER1|PTGER3|PTGFR|TBXA2R
BRD-A04971881	cloranolol	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
BRD-K73251053	clorgiline	monoamine oxidase inhibitor	MAOA
BRD-A19053834	clorotepine	adrenergic receptor antagonist|dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|DRD2|HRH1|HTR2C|HTR6
BRD-K01825579	clorprenaline	adrenergic receptor agonist	ADRB1|ADRB2
BRD-K97521363	clorsulon	glycolysis inhibitor	
BRD-K01825680	closantel	chitinase inhibitor|NFkB pathway inhibitor	
BRD-K10990317	clotiapine		
BRD-K15916496	clotrimazole	cytochrome P450 inhibitor|imidazoline receptor ligand	CYP3A4|KCNN4|NR1I2|NR1I3|TRPM2|TRPM4|TRPM8
BRD-K01244426	cloxacillin	bacterial cell wall synthesis inhibitor	
BRD-K46982791	cloxyquin	potassium channel activator	KCNK18
BRD-K37289225	clozapine	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7
BRD-K06467130	CL316243	adrenergic receptor agonist	ADRB3|UCP1|UCP2|UCP3
BRD-K00003438	CM-4620	calcium release activated channel modulator	
BRD-K54095730	CMPD-1	p38 MAPK inhibitor	GNRHR|MAPK14
BRD-K19438463	CNQX	glutamate receptor antagonist	GRIA1|GRIA2|GRIA3|GRIA4
BRD-K24869513	CNX-2006	EGFR inhibitor	EGFR
BRD-K48443249	CNX-774	Bruton's tyrosine kinase (BTK) inhibitor	BTK
BRD-K55677650	CO-101244	glutamate receptor antagonist	GRIN2B
BRD-K70912147	CO-102862	sodium channel blocker	SCN4A|SCN9A
BRD-K51040301	cobicistat	cytochrome P450 inhibitor	CYP3A4|CYP3A43|CYP3A5|CYP3A7
BRD-K03390685	cobimetinib	MEK inhibitor	MAP2K1
BRD-A67956599	coenzyme-A		ACAT2|CRAT|CS|DBI|HMGCR|KAT2A|KAT2B|KAT5
BRD-K01825730	coenzyme-I		AASS|ACADS|ADH1A|ADH1B|ADH1C|ADH4|ADH5|ADH7|AKR1B1|AKR1C1|AKR1C2|AKR1C3|AKR1C4|ALDH1A1|ALDH1A2|ALDH1A3|ALDH1B1|ALDH2|ALDH3A1|ALDH3A2|ALDH3B1|ALDH3B2|ALDH4A1|ALDH5A1|ALDH6A1|ALDH7A1|ALDH9A1|AMT|BDH1|BLVRA|BLVRB|CDO1|CYB5R3|CYP17A1|CYP4A11|DHCR7|DHFR|DLAT|DLD|EHHADH|GAPDH|GAPDHS|GLUD1|GLUD2|GPD1|GSR|H6PD|HADH|HADHA|HIBADH|HMGCR|HMOX1|HMOX2|HPGD|HSD11B1|HSD11B2|HSD17B1|HSD17B10|HSD17B2|HSD17B3|HSD17B4|HSD17B7|HSD17B8|HSD3B1|HSD3B2|IDH3A|IDH3B|IDH3G|IMPDH1|IMPDH2|LDHA|LDHAL6A|LDHAL6B|LDHB|LDHC|MDH1|MDH2|ME1|ME2|ME3|MSMO1|MT-ND1|MT-ND2|MT-ND3|MT-ND4|MT-ND4L|MT-ND5|MT-ND6|MTHFD1|MTHFD2|NDUFA1|NDUFA10|NDUFA11|NDUFA12|NDUFA13|NDUFA2|NDUFA3|NDUFA4|NDUFA4L2|NDUFA5|NDUFA6|NDUFA7|NDUFA8|NDUFA9|NDUFAB1|NDUFB1|NDUFB10|NDUFB2|NDUFB3|NDUFB4|NDUFB5|NDUFB6|NDUFB7|NDUFB8|NDUFB9|NDUFC1|NDUFC2|NDUFS1|NDUFS2|NDUFS3|NDUFS4|NDUFS5|NDUFS6|NDUFS7|NDUFS8|NDUFV1|NDUFV2|NDUFV3|NNT|NQO2|NSDHL|OGDH|PDHA1|PDHA2|PDHB|PHGDH|PYCR1|PYCR2|QDPR|RDH5|SORD|TSTA3|TYR|UGDH
BRD-K75043328	coenzyme-Q10		
BRD-K00003307	COH29	ribonucleotide reductase inhibitor	
BRD-K00259736	colchicine	microtubule inhibitor	GLRA1|GLRA2|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8
BRD-A55416093	colforsin	adenylyl cyclase activator	ADCY2|ADCY5
BRD-K19388745	colforsin-daproate	adenylyl cyclase activator	
BRD-K01825113	colfosceril-palmitate	pulmonary surfactant	
BRD-K01666924	colistimethate	bacterial permeability inducer	
BRD-K01666935	colistin	bacterial permeability inducer	
BRD-K61195623	combretastatin-A-4	tubulin polymerization inhibitor	
BRD-K98143539	compound-w	beta-secretase inhibitor	BACE1
BRD-K19655798	compound-401	DNA dependent protein kinase inhibitor	MTOR|PRKDC
BRD-K76139886	compound-58112		
BRD-K37385792	conivaptan	vasopressin receptor antagonist	AVPR1A|AVPR2
BRD-K00004559	convallatoxin	cardiac glycoside	
BRD-K24666289	copanlisib	PI3K inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
BRD-K36449075	copper-histidine		SLC15A3|SLC15A4|SLC38A5
BRD-K74965187	COR-170	cannabinoid receptor inverse agonist	CNR2
BRD-K65428967	cordycepin	DNA inhibitor	
BRD-K27885593	corosolic-acid	PKC inhibitor|protein tyrosine kinase inhibitor	HSD11B1|PTPN1
BRD-K00004700	CORT-108297	glucocorticoid receptor antagonist	
BRD-K73589401	corticosterone	mineralocorticoid receptor agonist	HSD11B1|NCOA1|NR3C2
BRD-K00025572	cortisone	glucocorticoid receptor agonist	NR3C1
BRD-K86161929	cortisone-acetate	glucocorticoid receptor agonist	NR3C1
BRD-K32891457	cortodoxone	androgen receptor antagonist	AR
BRD-K26833429	costunolide	telomerase inhibitor	
BRD-K98710228	cot-inhibitor-1	MAPK-interacting kinase inhibitor	MAP3K8
BRD-K49468759	cot-inhibitor-2	MAPK-interacting kinase inhibitor	MAP3K8
BRD-K00003348	COTI-2	anticancer agent	
BRD-K94144010	cotinine	nicotine metabolite	
BRD-K23913458	coumarin	vitamin K antagonist	CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP2A6
BRD-K41567533	coumophos	cholinesterase inhibitor	
BRD-K00004654	CP-105,696	leukotriene receptor antagonist	
BRD-K53913008	CP-316819	glycogen phosphorylase inhibitor	PYGL
BRD-K00004233	CP-339818	potassium channel blocker	KCNA3
BRD-K31394475	CP-376395	corticotropin releasing factor receptor antagonist	CRHR1
BRD-K33234937	CP-471474	matrix metalloprotease inhibitor	MMP1|MMP13|MMP2|MMP3|MMP9
BRD-K36611520	CP-532623	cholesteryl ester transfer protein inhibitor	CETP
BRD-K00004719	CP-547632	kinase inhibitor	
BRD-K26921335	CP-640186	acetyl-CoA carboxylase inhibitor	ACACA|ACACB
BRD-K43621685	CP-673451	PDGFR tyrosine kinase receptor inhibitor	KIT|PDGFRA|PDGFRB
BRD-K76908866	CP-724714	EGFR inhibitor|protein tyrosine kinase inhibitor	ERBB2
BRD-K96843359	CP-775146	PPAR receptor agonist	PPARA
BRD-K19171642	CP-91149	glycogen phosphorylase inhibitor	PYGL
BRD-K81876028	CP-93129	serotonin receptor agonist	HTR1A
BRD-K33860217	CP-94253	serotonin receptor agonist	HTR1B
BRD-K09090949	CP-945,598	cannabinoid receptor antagonist	CNR1
BRD-K09946180	CP-99994	tachykinin antagonist	TACR1
BRD-A69126730	CPA-inhibitor	carboxypeptidase inhibitor	CPA1|CPA2
BRD-K00004223	CPCCOEt	glutamate receptor antagonist	GRM1
BRD-K19871656	CPI-0610	bromodomain inhibitor	BRD4
BRD-K11073688	CPI-1189	tumor necrosis factor release inhibitor	TNF
BRD-K00003360	CPI-1205	EZH2 inhibitor	
BRD-K97181972	CPI-169	histone lysine methyltransferase inhibitor	EZH2
BRD-K15811707	CPI-203	bromodomain inhibitor	BRD4
BRD-K18319422	CPI-360	histone lysine methyltransferase inhibitor	EZH2
BRD-K00003442	CPI-444	adenosine receptor antagonist	
BRD-A06916187	CPI-613	pyruvate dehydrogenase inhibitor	PDHA1
BRD-K66094457	CPP	glutamate receptor antagonist	GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D
BRD-A81603255	CPSI-1306-(+/-)	macrophage migration inhibiting factor inhibitor	MIF
BRD-K56839624	CQS		
BRD-K19615002	creatine		CKB|CKM|CKMT1A|CKMT2|GAMT|SLC6A8
BRD-K13495773	creatinine		
BRD-K42991124	creatinol-phosphate		
BRD-K00003129	crenigacestat	notch signaling inhibitor	
BRD-K22127577	crenolanib	PDGFR tyrosine kinase receptor inhibitor	CSF1R|FLT3|KIT|PDGFRA|PDGFRB
BRD-K56940914	cresol		
BRD-K58648841	cresopirine		
BRD-K97939847	cridanimod	progesterone receptor agonist	PGR
BRD-K43230258	crisaborole	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K00004545	crisdesalazine	free radical scavenger	
BRD-K78431006	crizotinib	ALK tyrosine kinase receptor inhibitor	ALK|MET
BRD-K40308497	crizotinib-(S)	MTH1 inhibitor	NUDT1
BRD-K73701464	croconazole	bacterial cell wall synthesis inhibitor	
BRD-K00003162	crolibulin	tubulin polymerization inhibitor	
BRD-M89827113	cromakalim		KCNJ8
BRD-K20920669	cromoglicic-acid	immunosuppressant	KCNMA1|S100P
BRD-K57179821	crotamiton	antipruritic	
BRD-K02816415	CRT0044876		
BRD-K33336844	cryptotanshinone	acetylcholinesterase inhibitor|STAT inhibitor	STAT3
BRD-K00003324	crystal-violet	other antibiotic	
BRD-K40331046	CR8-(R)	CDK inhibitor	CCNA2
BRD-K15519488	CS-110266	dopamine receptor agonist	SLC6A3
BRD-K35601925	CS-917	fructose biphosphate inhibitor	FBP1
BRD-K40870905	CT-7758	integrin antagonist	ITGA4
BRD-K30572193	CTEP	glutamate receptor antagonist	GRM5
BRD-K53508936	CTS-1027	metalloproteinase inhibitor	MMP1|MMP13|MMP2|MMP3|MMP9
BRD-K89071957	CTS21166	beta-secretase inhibitor	BACE1
BRD-K00003453	CT7001	CDK inhibitor	
BRD-K58234744	CU-CPT-4a	toll-like receptor inhibitor	TLR3
BRD-K89462779	CU-T12-9	toll-like receptor agonist	TLR1|TLR2
BRD-K41278234	CUDC-101	EGFR inhibitor	EGFR|ERBB2
BRD-K69351586	CUDC-427	apoptosis inhibitor	XIAP
BRD-K77638923	CUDC-907	PI3K inhibitor	HDAC2|PIK3R1
BRD-K69624312	CUR-61414	smoothened receptor antagonist	DHH|IHH|SMO
BRD-K07572174	curcumin	cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor	APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CHRM3|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|PTGS1|PTGS2|XDH
BRD-K41933240	curcumol	JAK inhibitor	JAK1|JAK2|JAK3
BRD-K90777969	cutamesine	sigma receptor agonist	SIGMAR1
BRD-K49197823	CV-1808	adenosine receptor agonist	ADORA2A
BRD-K60659193	CVT-10216	aldehyde dehydrogenase inhibitor	ALDH2
BRD-K84068331	CW-008	PKA activator	PRKACA
BRD-K81458380	CX-4945	casein kinase inhibitor	CSNK2A1|CSNK2A2|DAPK3|HIPK3
BRD-K25140590	CX-516	glutamate receptor modulator	
BRD-K12787259	CX-5461	RNA polymerase inhibitor	
BRD-K00003388	CXD101	HDAC inhibitor	
BRD-K39371216	cyacetacide		
BRD-A42881122	cyamemazine	serotonin receptor antagonist	HTR1A|HTR2A|HTR2C|HTR7
BRD-A18627414	cyanocobalamin	methylmalonyl CoA mutase stimulant|vitamin B	MUT
BRD-K01825675	cyanopindolol	adrenergic receptor antagonist	ADRB1|HTR1A|HTR1D
BRD-K50785021	cyclamic-acid		
BRD-A27370296	cyclandelate	calcium channel blocker	
BRD-A41840684	cyclic-AMP		CNGA3|TRPM7
BRD-K79501723	cyclizine	histamine receptor modulator	HRH1|SULT1E1
BRD-K42348709	cyclobenzaprine	adrenergic receptor agonist|serotonin receptor agonist	HTR2A
BRD-K14379200	cyclocreatine	creatine kinase substrate	
BRD-K67536197	cyclocytidine	DNA synthesis inhibitor|RNA synthesis inhibitor	
BRD-K36055864	cycloheximide	protein synthesis inhibitor	RPL3
BRD-K58938839	cyclopamine	hedgehog pathway inhibitor	
BRD-A41250306	cyclopenthiazide	thiazide diuretic	
BRD-A77291778	cyclopentolate	acetylcholine receptor antagonist	
BRD-A09722536	cyclophosphamide	DNA alkylating agent	CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP3A4|CYP3A5|CYP3A7
BRD-A10420615	cyclopiazonic-acid	ATPase inhibitor	ATP2A1
