InChIKey14,broad_id_20170327,deprecated_broad_id_20170327,pert_iname_20170327,broad_id_20180516,deprecated_broad_id_20180516,pert_iname_20180516,broad_id_20180907,deprecated_broad_id_20180907,pert_iname_20180907,broad_id_20200324,deprecated_broad_id_20200324,pert_iname_20200324
GUXXEUUYCAYESJ,BRD-K68174511,,torin-2,BRD-K68174511,,torin-2,BRD-K68174511,,torin-2,BRD-K68174511,,torin-2
GVEAYVLWDAFXET,BRD-K25166838|BRD-K50817623,,pancuronium,BRD-K25166838|BRD-K50817623,,pancuronium,BRD-K50817623,BRD-K25166838,pancuronium,BRD-K50817623,BRD-K25166838,pancuronium
GVEZIHKRYBHEFX,BRD-K52075040,,cerulenin,BRD-K52075040,,cerulenin,BRD-K52075040,,cerulenin,BRD-K52075040,,cerulenin
GVJHHUAWPYXKBD,BRD-A82892199|BRD-K97091514,,alpha-tochopherol|vitamin-E,BRD-A82892199|BRD-K97091514,,alpha-tochopherol|vitamin-E,BRD-A82892199|BRD-K97091514,,alpha-tochopherol|vitamin-E,BRD-A82892199|BRD-K97091514,,alpha-tochopherol|vitamin-E
GVKKJJOMQCNPGB,BRD-K33336844|BRD-K53562481,,cryptotanshinone,BRD-K33336844|BRD-K53562481,,cryptotanshinone,BRD-K33336844,BRD-K53562481,cryptotanshinone,BRD-K33336844,BRD-K53562481,cryptotanshinone
GVPIXRLYKVFFMK,BRD-K36732695,,setiptiline,BRD-K36732695,,setiptiline,BRD-K36732695,,setiptiline,BRD-K36732695,,setiptiline
GVTLDPJNRVMCAL,BRD-K33852358,,arofylline,BRD-K33852358,,arofylline,BRD-K33852358,,arofylline,BRD-K33852358,,arofylline
GVZONAHBJMFJOW,BRD-K65900713,,caroverine,BRD-K65900713,,caroverine,BRD-K65900713,,caroverine,,,
GWBPFRGXNGPPMF,BRD-K76845197,,sulfanitran,BRD-K76845197,,sulfanitran,BRD-K76845197,,sulfanitran,BRD-K76845197,,sulfanitran
GWCNJMUSWLTSCW,BRD-K81048131,,AG-556,BRD-K81048131,,AG-556,BRD-K81048131,,AG-556,BRD-K81048131,,AG-556
GWEJFLVSOGNLSS,BRD-K98963219,,ezatiostat,BRD-K98963219,,ezatiostat,BRD-K98963219,,ezatiostat,BRD-K98963219,,ezatiostat
GWOFUCIGLDBNKM,BRD-A38076815,,glafenine,BRD-A38076815,,glafenine,BRD-A38076815,,glafenine,BRD-K01826515,,glafenine
GWRSATNRNFYMDI,BRD-K48059512,,TAK-960,BRD-K48059512,,TAK-960,BRD-K48059512,,TAK-960,BRD-K48059512,,TAK-960
GXALXAKNHIROPE,BRD-K20008181,,LCQ908,BRD-K20008181,,LCQ908,BRD-K20008181,,LCQ908,BRD-K20008181,,LCQ908
GXDALQBWZGODGZ,BRD-K37249724,,astemizole,BRD-K37249724,,astemizole,BRD-K37249724,,astemizole,BRD-K37249724,,astemizole
GXFAIFRPOKBQRV,BRD-A42379279,,viomycin,BRD-A42379279,,viomycin,BRD-A42379279,,viomycin,,,
GXJABQQUPOEUTA,BRD-K88510285,,bortezomib,BRD-K88510285,,bortezomib,BRD-K88510285,BRD-K50691590,bortezomib,BRD-K88510285,BRD-K50691590,bortezomib
GXPHKUHSUJUWKP,BRD-A13084692,,troglitazone,BRD-A13084692,,troglitazone,BRD-A13084692,,troglitazone,BRD-A13084692,,troglitazone
GXPYCYWPUGKQIJ,BRD-A43518428,,flumexadol,BRD-A43518428,,flumexadol,BRD-A43518428,,flumexadol,BRD-A43518428,,flumexadol
GXQFWSKFVUKJCP,BRD-M47753525,,sisomicin,BRD-M47753525,,sisomicin,,,,,,
GXZSAQLJWLCLOX,BRD-A80383043|BRD-K74133873,,4-carboxy-3-hydroxyphenylglycine-(RS)|4-carboxy-3-hydroxyphenylglycine-(S),BRD-A80383043|BRD-K74133873,,4-carboxy-3-hydroxyphenylglycine-(RS)|4-carboxy-3-hydroxyphenylglycine-(S),BRD-A80383043|BRD-K74133873,,4-carboxy-3-hydroxyphenylglycine-(RS)|4-carboxy-3-hydroxyphenylglycine-(S),BRD-A80383043|BRD-K74133873,,4-carboxy-3-hydroxyphenylglycine-(RS)|4-carboxy-3-hydroxyphenylglycine-(S)
GYBXAGDWMCJZJK,BRD-K70792160,,10-DEBC,BRD-K70792160,,10-DEBC,BRD-K70792160,,10-DEBC,BRD-K70792160,,10-DEBC
GYCPCOJTCINIFZ,BRD-K62196610,,AVN-944,BRD-K62196610,,AVN-944,BRD-K62196610,,AVN-944,BRD-K62196610,,AVN-944
GYDJEQRTZSCIOI,BRD-K15014948|BRD-K79165417,,tranexamic-acid,BRD-K15014948|BRD-K79165417,,tranexamic-acid,BRD-K15014948,BRD-K79165417,tranexamic-acid,BRD-K15014948,BRD-K79165417,tranexamic-acid
GYHCTFXIZSNGJT,BRD-A82035391,,tolvaptan,BRD-A82035391,,tolvaptan,BRD-A82035391,,tolvaptan,BRD-A82035391,,tolvaptan
GYKLFBYWXZYSOW,BRD-K20504455,,pivanex,BRD-K20504455,,pivanex,BRD-K20504455,,pivanex,BRD-K20504455,,pivanex
GYLDXIAOMVERTK,BRD-K59317601,,MLN0128,BRD-K59317601,,MLN0128,BRD-K59317601,,MLN0128,BRD-K59317601,,MLN0128
GYNDFOLSPPBBIK,BRD-K38687824,,beta-amyloid-synthesis-inhibitor,BRD-K38687824,,beta-amyloid-synthesis-inhibitor,BRD-K38687824,,beta-amyloid-synthesis-inhibitor,BRD-K38687824,,beta-amyloid-synthesis-inhibitor
GYQYAJJFPNQOOW,BRD-K72280606,,gilteritinib,BRD-K72280606,,gilteritinib,BRD-K72280606,,gilteritinib,BRD-K72280606,,gilteritinib
GYSZUJHYXCZAKI,BRD-A01493904,,WB-4101,BRD-A01493904,,WB-4101,BRD-A01493904,,WB-4101,BRD-A01493904,,WB-4101
GYWXTRVEUURNEW,BRD-K40578143,,GR-79236,BRD-K40578143,,GR-79236,BRD-K40578143,,GR-79236,BRD-K40578143,,GR-79236
GZCGUPFRVQAUEE,BRD-K51431759,,dextrose,BRD-K51431759,,dextrose,BRD-K51431759,,dextrose,BRD-K51431759,,dextrose
GZENKSODFLBBHQ,BRD-A20126139|BRD-A59014912,,medrysone,BRD-A20126139|BRD-A59014912,,medrysone,BRD-A59014912|BRD-K56515112,BRD-A20126139,medrysone,BRD-K56515112,BRD-A20126139,medrysone
GZHFODJQISUKAY,BRD-K09859624,,methantheline,BRD-K09859624,,methantheline,BRD-K09859624,,methantheline,BRD-K09859624,,methantheline
GZIFEOYASATJEH,BRD-K04657451,,D-delta-Tocopherol,BRD-K04657451,,D-delta-Tocopherol,BRD-K04657451,,D-delta-Tocopherol,BRD-K04657451,,D-delta-tocopherol
GZKLJWGUPQBVJQ,BRD-K69116396,,sertindole,BRD-K69116396,,sertindole,BRD-K69116396,,sertindole,BRD-K69116396,,sertindole
GZNIYOXWFCDBBJ,BRD-K37865504,,LY2183240,BRD-K37865504,,LY2183240,BRD-K37865504,,LY2183240,BRD-K37865504,,LY2183240
GZOSMCIZMLWJML,BRD-K00111504,,abiraterone,BRD-K50071428,,abiraterone,BRD-K50071428,BRD-K00111504,abiraterone,BRD-K50071428,BRD-K00111504,abiraterone
GZPJCJKUZPUFAL,BRD-K35936936,,ACTB-1003,BRD-K35936936,,ACTB-1003,BRD-K35936936,,ACTB-1003,BRD-K35936936,,ACTB-1003
GZSOSUNBTXMUFQ,BRD-K22902927|BRD-K94436377,,diosmin,BRD-A35279169|BRD-K94436377,,diosmin,BRD-K94436377,BRD-K22902927,diosmin,BRD-K94436377,BRD-K22902927,diosmin
GZTFUVZVLYUPRG,BRD-K01995783,,AMG-9810,BRD-K01995783,,AMG-9810,BRD-K01995783,,AMG-9810,BRD-K01995783,,AMG-9810
GZTMFRUGZMZCRD,BRD-K14590126,,farnesyl-thiosalicylic-acid-amide,BRD-K14590126,,farnesyl-thiosalicylic-acid-amide,BRD-K14590126,,farnesyl-thiosalicylic-acid-amide,BRD-K14590126,,farnesyl-thiosalicylic-acid-amide
GZUITABIAKMVPG,BRD-K63828191,,raloxifene,BRD-K63828191,,raloxifene,BRD-K63828191,,raloxifene,BRD-K63828191,,raloxifene
GZYBSURBYCLNSM,BRD-K49721826,,3-anilinopropan-1-ol,BRD-K49721826,,3-anilinopropan-1-ol,BRD-K49721826,,3-anilinopropan-1-ol,BRD-K49721826,,3-anilinopropan-1-ol
HAGHKJDWBDSFKC,BRD-K48449073,,Y-29794,BRD-K48449073,,Y-29794,BRD-K48449073,,Y-29794,BRD-K48449073,,Y-29794
HAMNKKUPIHEESI,BRD-K25114078,,aminoguanidine,BRD-K25114078,,aminoguanidine,BRD-K25114078,,aminoguanidine,BRD-K25114078,,aminoguanidine
HAPOVYFOVVWLRS,BRD-A99633051,,ethosuximide,BRD-A99633051,,ethosuximide,BRD-A99633051,,ethosuximide,BRD-A99633051,,ethosuximide
HAQIRIMIVLFYIX,BRD-K40581315,,butabindide,BRD-K40581315,,butabindide,BRD-K40581315,,butabindide,BRD-K40581315,,butabindide
HAVJATCHLFRDHY,BRD-K96358241,,harringtonine,BRD-K96358241,,harringtonine,BRD-K96358241,,harringtonine,BRD-K00003715,,harringtonine
HAWPXGHAZFHHAD,BRD-K12829205,,mechlorethamine,BRD-K12829205,,mechlorethamine,BRD-K12829205,,mechlorethamine,,,
HAWSQZCWOQZXHI,BRD-K63784565,,10-hydroxycamptothecin,BRD-K63784565,,10-hydroxycamptothecin,BRD-K63784565,,10-hydroxycamptothecin,BRD-K63784565,,10-hydroxycamptothecin
HAYYBYPASCDWEQ,BRD-K39009484,,entrectinib,BRD-K39009484,,entrectinib,BRD-K39009484,,entrectinib,BRD-K39009484,,entrectinib
HBBVCKCCQCQCTJ,BRD-K98372770,,L-165041,BRD-K98372770,BRD-K40656405,L-165041,BRD-K98372770,BRD-K40656405,L-165041,BRD-K98372770,BRD-K40656405,L-165041
HBDSHCUSXQATPO,BRD-K19136521,,indirubin-3-monoxime,BRD-K19136521,,indirubin-3-monoxime,BRD-K19136521,,indirubin-3-monoxime,BRD-K19136521,,indirubin-3-monoxime
HBEJFHWHFIAMAI,BRD-K77756533,,"7,8,9,10-tetrahydroazepino[2,1-b]quinazolin-12(6H)-one",BRD-K77756533,,"7,8,9,10-tetrahydroazepino[2,1-b]quinazolin-12(6H)-one",BRD-K77756533,,"7,8,9,10-tetrahydroazepino[2,1-b]quinazolin-12(6H)-one",BRD-K77756533,,"7,8,9,10-tetrahydroazepino[2,1-b]quinazolin-12(6H)-one"
HBLHLJXFIPCEMW,BRD-K68470841,,ST-2825,BRD-K68470841,,ST-2825,BRD-K68470841,,ST-2825,BRD-K68470841,,ST-2825
HBNPJJILLOYFJU,BRD-K09549677,,mibefradil,BRD-K09549677,,mibefradil,BRD-K09549677,,mibefradil,BRD-K09549677,,mibefradil
HBOMLICNUCNMMY,BRD-A33692381|BRD-K72903603,,zidovudine,BRD-A33692381|BRD-K72903603,,zidovudine,BRD-A33692381|BRD-K72903603,,zidovudine,BRD-K72903603,,zidovudine
HBPXWEPKNBHKAX,BRD-K49055432,,A66,BRD-K49055432,,A66,BRD-K49055432,,A66,BRD-K49055432,,A66
HBUBKKRHXORPQB,BRD-K51927012|BRD-K66788707,,fludarabine,BRD-K51927012|BRD-K66788707,,fludarabine,BRD-K66788707,BRD-K51927012,fludarabine,BRD-K66788707,BRD-K51927012,fludarabine
HCAJEUSONLESMK,BRD-K50785021,,cyclamic-acid,BRD-K50785021,,cyclamic-acid,BRD-K50785021,BRD-M61995960,cyclamic-acid,BRD-K50785021,BRD-M61995960,cyclamic-acid
HCFDWZZGGLSKEP,BRD-A44008656,,doxylamine,BRD-A44008656,,doxylamine,BRD-A44008656,,doxylamine,BRD-A44008656,,doxylamine
HCIBTBXNLVOFER,BRD-K51730347,,diphencyprone,BRD-K51730347,,diphencyprone,BRD-K51730347,,diphencyprone,BRD-K51730347,,diphencyprone
HCKUBNLZMKAEIN,BRD-K41304947|BRD-K58046914,,HA-966-(R)-(+)|HA-966-(S)-(-),BRD-K41304947|BRD-K58046914,,HA-966-(R)-(+)|HA-966-(S)-(-),BRD-K41304947|BRD-K58046914,,HA-966-(R)-(+)|HA-966-(S)-(-),BRD-K41304947|BRD-K58046914,,HA-966-(R)-(+)|HA-966-(S)-(-)
HCRKCZRJWPKOAR,BRD-A82599487|BRD-K74913225,,brinzolamide,BRD-A82599487|BRD-K74913225,,brinzolamide,BRD-K74913225,BRD-A82599487,brinzolamide,BRD-K74913225,BRD-A82599487,brinzolamide
HCVRCHQFYYZPHT,BRD-A17453586,,MDL-72832,BRD-A17453586,,MDL-72832,BRD-A17453586,,MDL-72832,BRD-K01825683,,MDL-72832
HCXVJBMSMIARIN,BRD-K41422683|BRD-K84424780,,stigmasterol,BRD-K41422683,,stigmasterol,BRD-K41422683,BRD-K84424780,stigmasterol,BRD-K41422683,BRD-K84424780,stigmasterol
HCYAFALTSJYZDH,BRD-K60762818,,desipramine,BRD-K60762818,,desipramine,BRD-K60762818,,desipramine,BRD-K60762818,,desipramine
HCYFGRCYSCXKNQ,BRD-K44004064,,acefylline,BRD-K44004064,,acefylline,BRD-K44004064,,acefylline,BRD-K44004064,,acefylline
HCZHHEIFKROPDY,BRD-K85872723,,kynurenic-acid,BRD-K85872723,,kynurenic-acid,BRD-K85872723,,kynurenic-acid,BRD-K85872723,,kynurenic-acid
HCZKYJDFEPMADG,BRD-A87130939,,masoprocol,BRD-A87130939,,masoprocol,BRD-A87130939,,masoprocol,BRD-A87130939,,masoprocol
HDACQVRGBOVJII,BRD-K01296542|BRD-K89348303,,ramipril,BRD-K01296542|BRD-K89348303,,ramipril,BRD-K89348303,BRD-K01296542,ramipril,BRD-K89348303,BRD-K01296542,ramipril
HDCLCHNAEZNGNV,BRD-K42452249,,EO-1428,BRD-K42452249,,EO-1428,BRD-K42452249,,EO-1428,BRD-K42452249,,EO-1428
HDDNYFLPWFSBLN,BRD-A84389633,,"tropanyl-3,5-dimethylbenzoate",BRD-A84389633,,"tropanyl-3,5-dimethylbenzoate",BRD-A84389633,,"tropanyl-3,5-dimethylbenzoate",BRD-A84389633,,"tropanyl-3,5-dimethylbenzoate"
HDDSHPAODJUKPD,BRD-K51318897,,fenbendazole,BRD-K51318897,,fenbendazole,BRD-K51318897,,fenbendazole,BRD-K51318897,,fenbendazole
HDOIPCLEKCEANF,BRD-K06014311,,DH-97,BRD-K06014311,,DH-97,BRD-K06014311,,DH-97,BRD-K06014311,,DH-97
HDOUGSFASVGDCS,BRD-K68653965,,picolamine,BRD-K68653965,,picolamine,BRD-K68653965,,picolamine,BRD-K68653965,,picolamine
HDOVUKNUBWVHOX,BRD-K46435977,,valaciclovir,BRD-K46435977,,valaciclovir,BRD-K46435977,,valaciclovir,BRD-K46435977,,valaciclovir
HDOZVRUNCMBHFH,BRD-K64557645,,zotepine,BRD-K64557645,,zotepine,BRD-K64557645,,zotepine,BRD-K64557645,,zotepine
HDTRYLNUVZCQOY,BRD-K54028654,,cabaletta,BRD-K54028654,,cabaletta,BRD-K54028654,,cabaletta,BRD-K54028654,,cabaletta
HDWIHXWEUNVBIY,BRD-A80017228,,bendroflumethiazide,BRD-A80017228,,bendroflumethiazide,BRD-A80017228,,bendroflumethiazide,BRD-A80017228,,bendroflumethiazide
HDWWQELUBWGQGA,BRD-K58894520,,ONO-4817,BRD-K58894520,,ONO-4817,BRD-K58894520,,ONO-4817,BRD-K58894520,,ONO-4817
HEAHZSUCFKFERC,BRD-A47953250,,ecamsule-triethanolamine,BRD-A47953250,,ecamsule-triethanolamine,BRD-A47953250,,ecamsule-triethanolamine,BRD-A60635434,,ecamsule-triethanolamine
HEAIZQNMNCHNFD,BRD-K32285926,,AMG-208,BRD-K32285926,,AMG-208,BRD-K32285926,,AMG-208,BRD-K32285926,,AMG-208
HEAUOKZIVMZVQL,BRD-K55808645,,elagolix,BRD-K55808645,,elagolix,BRD-K55808645,,elagolix,BRD-K55808645,,elagolix
HEBKCHPVOIAQTA,BRD-K49313711,,ribitol,BRD-K49313711,,ribitol,BRD-K49313711,,ribitol,BRD-K49313711,,ribitol
HEFNNWSXXWATRW,BRD-A17655518|BRD-K14965640,,ibuprofen|ibuprofen-(s),BRD-A17655518|BRD-K14965640,,ibuprofen|ibuprofen-(s),BRD-A17655518|BRD-K14965640,,ibuprofen|ibuprofen-(s),BRD-A17655518|BRD-K14965640,,ibuprofen|ibuprofen-(S)
HEKAIDKUDLCBRU,BRD-K52751261,,TAK-715,BRD-K52751261,,TAK-715,BRD-K52751261,BRD-K03865741,TAK-715,BRD-K52751261,BRD-K03865741,TAK-715
HEKJYZZSCQBJGB,BRD-K19202888|BRD-K68548958,,C646,BRD-K19202888|BRD-K68548958,,C646,BRD-K73383190,BRD-K19202888|BRD-K68548958,C646,BRD-K73383190,BRD-K19202888|BRD-K68548958,C646
HELCSESNNDZLFM,BRD-K62537556,,4-IBP,BRD-K62537556,,4-IBP,BRD-K62537556,,4-IBP,BRD-K62537556,,4-IBP
HEMJJKBWTPKOJG,BRD-K11129031,,gemfibrozil,BRD-K11129031,,gemfibrozil,BRD-K11129031,,gemfibrozil,BRD-K11129031,,gemfibrozil
HEOCBCNFKCOKBX,BRD-A55464252,,3-(4-methylbenzylidene)camphor,BRD-A55464252,,3-(4-methylbenzylidene)camphor,BRD-A55464252,,3-(4-methylbenzylidene)camphor,BRD-A55464252,,3-(4-methylbenzylidene)camphor
HEQDZPHDVAOBLN,BRD-K73815512,,HC-030031,BRD-K73815512,,HC-030031,BRD-K73815512,,HC-030031,BRD-K73815512,,HC-030031
HESCAJZNRMSMJG,BRD-K87031376,,epothilone-a,BRD-K71823332,,epothilone-a,BRD-K71823332,BRD-K87031376,epothilone-a,BRD-K71823332,BRD-K87031376,epothilone-A
HESLKTSGTIBHJU,BRD-K79239947,,PF-573228,BRD-K79239947,,PF-573228,BRD-K79239947,,PF-573228,BRD-K79239947,,PF-573228
HESSNRGIEVBPRB,BRD-K09456915,,gemcitabine-elaidate,BRD-K09456915,,gemcitabine-elaidate,BRD-K09456915,,gemcitabine-elaidate,BRD-K09456915,,gemcitabine-elaidate
HFGSQOYIOKBQOW,BRD-K27885593,,corosolic-acid,BRD-K27885593,,corosolic-acid,BRD-K27885593,,corosolic-acid,BRD-K27885593,,corosolic-acid
HFHZKZSRXITVMK,BRD-A33749298,,oxyphenbutazone,BRD-A33749298,,oxyphenbutazone,BRD-A33749298,,oxyphenbutazone,BRD-A33749298,,oxyphenbutazone
HFLMLZKGLUEWBU,BRD-K84605263,,KHK-IN-1,BRD-K84605263,,KHK-IN-1,BRD-K84605263,,KHK-IN-1,BRD-K84605263,,KHK-IN-1
HFNKQEVNSGCOJV,BRD-K19601669|BRD-K53972329,,ruxolitinib|ruxolitinib-(S),BRD-K19601669|BRD-K53972329,BRD-K19601669,ruxolitinib|ruxolitinib-(S),BRD-K19601669|BRD-K53972329,BRD-K19601669,ruxolitinib|ruxolitinib-(S),BRD-K19601669|BRD-K53972329,BRD-K19601669,ruxolitinib|ruxolitinib-(S)
HFPLHASLIOXVGS,BRD-K06426971,,ryuvidine,BRD-K06426971,,ryuvidine,BRD-K06426971,,ryuvidine,BRD-K06426971,,ryuvidine
HFQMYSHATTXRTC,BRD-A19401019,,amiflamine,BRD-A19401019,,amiflamine,BRD-A19401019,,amiflamine,BRD-A19401019,,amiflamine
HFRFLLYLVAKRMZ,BRD-K60060639,,N-methyllidocaine-iodide,BRD-K60060639,,N-methyllidocaine-iodide,BRD-K60060639,,N-methyllidocaine-iodide,BRD-K60060639,,N-methyllidocaine-iodide
HFVMLYAGWXSTQI,BRD-A64011898,,androstenone,BRD-A64011898,,androstenone,BRD-A64011898,,androstenone,BRD-A64011898,,androstenone
HFZDMKMXPGRKCK,BRD-K24227647,,TC2559,BRD-K24227647,,TC2559,BRD-K24227647,,TC2559,BRD-K24227647,,TC2559
HGGAKXAHAYOLDJ,BRD-A49622760,,faropenem,BRD-A49622760,,faropenem,BRD-A49622760,,faropenem,BRD-A49622760,,faropenem
HGVDHZBSSITLCT,BRD-K29322660,,edoxaban,BRD-K29322660,,edoxaban,BRD-K29322660,,edoxaban,BRD-K97058489,,edoxaban
HGVNLRPZOWWDKD,BRD-K63068307,,ZSTK-474,BRD-K63068307,,ZSTK-474,BRD-K63068307,,ZSTK-474,BRD-K63068307,,ZSTK-474
HGWPFSBHDACWNL,BRD-A70067498,,atropine-oxide,BRD-A70067498,,atropine-oxide,BRD-A70067498,BRD-U06139252,atropine-oxide,BRD-K00004526,,atropine-oxide
HGXSLPIXNPASGZ,BRD-K22356203,,INCB-024360,BRD-K22356203,,INCB-024360,BRD-K22356203,,IDO5L,BRD-K22356203,,IDO5L
HHBOWXZOLYQFNY,BRD-K18036262,,L-168049,BRD-K18036262,,L-168049,BRD-K18036262,,L-168049,BRD-K18036262,,L-168049
HHCBMISMPSAZBF,BRD-K38385169,,LY3009120,BRD-K38385169,,LY3009120,BRD-K38385169,,LY3009120,BRD-K38385169,,LY3009120
HHFBDROWDBDFBR,BRD-K83963101,,MLN-8054,BRD-K83963101,,MLN-8054,BRD-K83963101,,MLN-8054,BRD-K83963101,,MLN8054
HHHKFGXWKKUNCY,BRD-K65518078,,cilazapril,BRD-K65518078,,cilazapril,BRD-K65518078,,cilazapril,BRD-K96177243,,cilazapril
HHJUWIANJFBDHT,BRD-K59753975,,vindesine,BRD-K59753975,,vindesine,BRD-K59753975,,vindesine,BRD-K59753975,,vindesine
HHVJBROTJWPHHX,BRD-A94323479,,ki16198,BRD-A94323479,,ki16198,BRD-A94323479,,ki16198,BRD-A94323479,,ki16198
HHZIURLSWUIHRB,BRD-K81528515,,nilotinib,BRD-K81528515,,nilotinib,BRD-K81528515,,nilotinib,BRD-K81528515,,nilotinib
HIANJWSAHKJQTH,BRD-K31731454,,pemirolast,BRD-K31731454,,pemirolast,BRD-K31731454,,pemirolast,BRD-K31731454,,pemirolast
HIDWEYPGMLIQSN,BRD-K83063356,,RS-102895,BRD-K83063356,,RS-102895,BRD-K83063356,,RS-102895,BRD-K83063356,,RS-102895
HIFJCPQKFCZDDL,BRD-A45664787,,iloprost,BRD-A45664787,,iloprost,BRD-A45664787,,iloprost,BRD-A45664787,,iloprost
HIGRLDNHDGYWQJ,BRD-K33588785,,obidoxime,BRD-K33588785,,obidoxime,BRD-K33588785,,obidoxime,BRD-K33588785,,obidoxime
HIINQLBHPIQYHN,BRD-K00926464,,IMREG-1,BRD-K00926464,,IMREG-1,BRD-K00926464,,IMREG-1,BRD-K00926464,,IMREG-1
HINJNZFCMLSBCI,BRD-K19171642,,CP-91149,BRD-K19171642,,CP-91149,BRD-K19171642,,CP-91149,BRD-K19171642,,CP-91149
HIVBATDUVFEJFZ,BRD-A49544621,,AC-7954-(+/-),BRD-A49544621,,AC-7954-(+/-),BRD-A49544621,,AC-7954-(+/-),BRD-A49544621,,AC-7954-(+/-)
HIWVLHPKZNBSBE,BRD-K12198961,,G007-LK,BRD-K12198961,,G007-LK,BRD-K12198961,,G007-LK,BRD-K12198961,,G007-LK
HIXSPVQXXDULHS,BRD-K06712146,,YM-90709,BRD-K06712146,,YM-90709,BRD-K06712146,,YM-90709,BRD-K06712146,,YM-90709
HJBWBFZLDZWPHF,BRD-K91308639,,ARN-509,BRD-K91308639,,apalutamide,BRD-K91308639,,apalutamide,BRD-K91308639,,apalutamide
HJCMDXDYPOUFDY,BRD-K11595419,,dipeptamin,BRD-K11595419,,dipeptamin,BRD-K11595419,,dipeptamin,BRD-K11595419,,dipeptamin
HJGMCDHQPXTGAV,BRD-K12826175,,ISRIB,BRD-K12826175,,ISRIB,BRD-K12826175,,ISRIB,BRD-K12826175,,ISRIB
HJJDBAOLQAWBMH,BRD-A20839672,,cefmenoxime,BRD-A20839672,,cefmenoxime,BRD-A20839672,,cefmenoxime,BRD-K00003661,,cefmenoxime
HJJPJSXJAXAIPN,BRD-K88646909,,arecoline,BRD-K88646909,,arecoline,BRD-K88646909,,arecoline,BRD-K88646909,,arecoline
HJLSLZFTEKNLFI,BRD-K89125793,,tinidazole,BRD-K89125793,,tinidazole,BRD-K89125793,,tinidazole,BRD-K89125793,,tinidazole
HJMQDJPMQIHLPB,BRD-K37561857,,zardaverine,BRD-K37561857,,zardaverine,BRD-K37561857,,zardaverine,BRD-K37561857,,zardaverine
HJORMJIFDVBMOB,BRD-A34255068|BRD-K65856711|BRD-K75516118,,rolipram|rolipram-R(-)|rolipram-S(+),BRD-A34255068|BRD-K65856711|BRD-K75516118,,rolipram|rolipram-R(-)|rolipram-S(+),BRD-A34255068|BRD-K65856711|BRD-K75516118,,rolipram|rolipram-R(-)|rolipram-S(+),BRD-A34255068|BRD-K65856711|BRD-K75516118,,(R)-(-)-rolipram|(S)-(+)-rolipram|rolipram
HJQILFPVRNHTIG,BRD-K41772907,,tolimidone,BRD-K41772907,,tolimidone,BRD-K41772907,,tolimidone,BRD-K41772907,,tolimidone
HJSSPYJVWLTYHG,BRD-K75308783,,SAR-245409,BRD-K75308783,,SAR-245409,BRD-K75308783,,SAR-245409,BRD-K75308783,,SAR-245409
HJXMNVQARNZTEE,BRD-A59378440,,butylphthalide,BRD-A59378440,,butylphthalide,BRD-A59378440,,butylphthalide,BRD-A59378440,,butylphthalide
HJYYPODYNSCCOU,BRD-K38512030,,rifamycin,BRD-K38512030,,rifamycin,BRD-K38512030,,rifamycin,BRD-K38512030|BRD-K66048476,,rifamycin|rifamycin-sv
HKDLNTKNLJPAIY,BRD-K55641198,,ulipristal,BRD-K55641198,,ulipristal,,,,,,
HKEAFJYKMMKDOR,BRD-A07815743|BRD-K89048337,,kakonein|puerarin,BRD-A07815743|BRD-K89048337,,kakonein|puerarin,BRD-A07815743|BRD-K89048337,BRD-K85867784,kakonein|puerarin,BRD-A07815743|BRD-K89048337,BRD-K85867784,kakonein|puerarin
HKGWQUVGHPDEBZ,BRD-K13629382,,eseroline-(-),BRD-K13629382,,eseroline-(-),BRD-K13629382,BRD-K76359782,eseroline-(-),BRD-K13629382,BRD-K76359782,eseroline-(-)
HKHOVJYOELRGMV,BRD-K34533029,,tyrphostin-AG-494,BRD-K34533029,,tyrphostin-AG-494,BRD-K34533029,,tyrphostin-AG-494,BRD-K34533029,,tyrphostin-AG-494
HKQYGTCOTHHOMP,BRD-K55567017,,formononetin,BRD-K55567017,,formononetin,BRD-K55567017,,formononetin,BRD-K55567017,,formononetin
HKVAMNSJSFKALM,BRD-K13154216,,everolimus,BRD-K13514097,,everolimus,BRD-K13514097,BRD-K13154216,everolimus,BRD-K13514097,BRD-K13154216,everolimus
HKXBNHCUPKIYDM,BRD-K07234650|BRD-K82928892,,doxercalciferol,BRD-K07234650|BRD-K82928892,,doxercalciferol,BRD-K82928892,BRD-K07234650,doxercalciferol,BRD-K82928892,BRD-K07234650,doxercalciferol
HKXMQLISPYELRD,BRD-K18816859,,L-694247,BRD-K18816859,,L-694247,BRD-K18816859,,L-694247,BRD-K18816859,,L-694247
HLAFSNJRKZLMPT,BRD-K47690382,,bipenamol,BRD-K47690382,,bipenamol,BRD-K47690382,,bipenamol,BRD-K47690382,,bipenamol
HLCDNLNLQNYZTK,BRD-A50737080,,CGK-733,BRD-A50737080,,CGK-733,BRD-A50737080,,CGK-733,BRD-A50737080,,CGK-733
HLDUHCYBUVVDOT,BRD-A90642009,,benaxibine,BRD-A90642009,,benaxibine,BRD-A90642009,,benaxibine,,,
HLFSDGLLUJUHTE,BRD-A46393198|BRD-K73107279,,levamisole|tetramisole,BRD-A46393198|BRD-K73107279,,levamisole|tetramisole,BRD-A46393198|BRD-K73107279,,levamisole|tetramisole,BRD-A46393198|BRD-K73107279,,levamisole|tetramisole
